id_client,segment,commune,code_postal,date_entree,nb_personnes_foyer,surface_m2
CLI-00350,particulier,Bourg-Ancien,69270,2020-05-04,5,38
CLI-00351,particulier,Parc-Tertiaire,69150,2018-02-12,5,35
CLI-00352,particulier,Plateau-Est,69310,2012-10-16,2,65
CLI-00353,entreprise,Zone-Industrielle,69120,2018-09-27,,582
CLI-00354,particulier,Centre-Ville,69001,2010-07-17,1,54
CLI-00355,entreprise,Parc-Tertiaire,69150,2020-04-18,,285
CLI-00356,particulier,Val-Nord,69210,2009-08-01,1,54
CLI-00357,petit_pro,Centre-Ville,69001,2024-11-03,,241
CLI-00358,particulier,Bourg-Ancien,69270,2012-05-15,3,152
CLI-00359,petit_pro,Zone-Industrielle,69120,2020-04-23,,85
CLI-00360,entreprise,Parc-Tertiaire,69150,2021-06-02,,787
CLI-00361,particulier,Bourg-Ancien,69270,2012-01-12,1,40
CLI-00362,entreprise,Centre-Ville,69001,2019-10-22,,159
CLI-00363,particulier,Centre-Ville,69001,2013-12-27,1,74
CLI-00364,particulier,Coteaux-Ouest,69340,2024-01-12,1,53
CLI-00365,particulier,Bourg-Ancien,69270,2024-01-18,5,145
CLI-00366,particulier,Coteaux-Ouest,69340,2017-07-17,1,145
CLI-00367,particulier,Val-Nord,69210,2014-12-17,4,61
CLI-00368,petit_pro,Val-Nord,69210,2015-08-16,,81
CLI-00369,particulier,Coteaux-Ouest,69340,2010-11-08,1,111
CLI-00370,particulier,Bourg-Ancien,69270,2019-10-24,5,105
CLI-00371,particulier,Bourg-Ancien,69270,2018-11-25,5,108
CLI-00372,particulier,Centre-Ville,69001,2023-08-06,4,51
CLI-00373,petit_pro,Bourg-Ancien,69270,2012-01-17,,895
CLI-00374,entreprise,Parc-Tertiaire,69150,2010-11-18,,605
CLI-00375,particulier,Plateau-Est,69310,2023-08-17,2,61
CLI-00376,particulier,Parc-Tertiaire,69150,2018-11-21,5,133
CLI-00377,petit_pro,Bourg-Ancien,69270,2016-02-16,,897
CLI-00378,particulier,Val-Nord,69210,2012-09-09,1,82
CLI-00379,petit_pro,Val-Nord,69210,2024-08-27,,140
CLI-00380,particulier,Coteaux-Ouest,69340,2024-04-20,2,104
CLI-00381,particulier,Bourg-Ancien,69270,2024-04-22,1,39
CLI-00382,particulier,Rives-Sud,69230,2014-09-01,2,117
CLI-00383,entreprise,Zone-Industrielle,69120,2016-11-03,,874
CLI-00384,particulier,Rives-Sud,69230,2023-12-14,2,33
CLI-00385,particulier,Bourg-Ancien,69270,2012-05-18,4,42
CLI-00386,particulier,Coteaux-Ouest,69340,2016-01-27,5,72
CLI-00387,particulier,Rives-Sud,69230,2017-11-15,4,92
CLI-00388,particulier,Centre-Ville,69001,2009-10-16,3,30
CLI-00389,petit_pro,Bourg-Ancien,69270,2018-10-01,,514
CLI-00390,particulier,Centre-Ville,69001,2019-03-23,5,106
CLI-00391,petit_pro,Rives-Sud,69230,2010-01-13,,127
CLI-00392,particulier,Rives-Sud,69230,2022-09-11,3,48
CLI-00393,petit_pro,Rives-Sud,69230,2009-05-05,,543
CLI-00394,petit_pro,Rives-Sud,69230,2010-01-03,,193
CLI-00395,particulier,Coteaux-Ouest,69340,2013-09-21,1,57
CLI-00396,particulier,Plateau-Est,69310,2009-01-20,5,69
CLI-00397,particulier,Val-Nord,69210,2011-12-20,1,116
CLI-00398,entreprise,Rives-Sud,69230,2018-08-09,,238
CLI-00399,particulier,Rives-Sud,69230,2010-10-06,5,128
CLI-00400,particulier,Plateau-Est,69310,2014-03-19,1,126
CLI-00401,collectivite,Centre-Ville,69001,2014-10-18,,2889
CLI-00402,particulier,Centre-Ville,69001,2024-05-05,1,61
CLI-00403,particulier,Val-Nord,69210,2011-10-12,4,115
CLI-00404,particulier,Val-Nord,69210,2024-09-09,5,57
CLI-00405,petit_pro,Zone-Industrielle,69120,2023-04-10,,106
CLI-00406,particulier,Val-Nord,69210,2023-04-13,4,68
CLI-00407,particulier,Val-Nord,69210,2021-05-03,5,29
CLI-00408,particulier,Val-Nord,69210,2021-12-20,3,30
CLI-00409,petit_pro,Coteaux-Ouest,69340,2016-12-14,,546
CLI-00410,particulier,Coteaux-Ouest,69340,2010-04-04,2,138
CLI-00411,particulier,Parc-Tertiaire,69150,2009-04-06,3,138
CLI-00412,entreprise,Zone-Industrielle,69120,2016-03-06,,419
CLI-00413,petit_pro,Parc-Tertiaire,69150,2013-05-06,,638
CLI-00414,particulier,Bourg-Ancien,69270,2011-10-07,1,89
CLI-00415,petit_pro,Parc-Tertiaire,69150,2014-01-28,,337
CLI-00416,particulier,Plateau-Est,69310,2022-05-07,4,106
CLI-00417,entreprise,Parc-Tertiaire,69150,2014-07-15,,588
CLI-00418,particulier,Plateau-Est,69310,2010-10-28,4,50
CLI-00419,petit_pro,Parc-Tertiaire,69150,2020-10-23,,665
CLI-00420,entreprise,Centre-Ville,69001,2024-12-24,,392
CLI-00421,entreprise,Zone-Industrielle,69120,2017-07-03,,2745
CLI-00422,petit_pro,Rives-Sud,69230,2010-02-16,,877
CLI-00423,particulier,Rives-Sud,69230,2016-11-23,4,92
CLI-00424,particulier,Coteaux-Ouest,69340,2010-02-07,1,139
CLI-00425,particulier,Val-Nord,69210,2013-05-01,3,29
CLI-00426,particulier,Val-Nord,69210,2018-05-10,5,108
CLI-00427,petit_pro,Parc-Tertiaire,69150,2014-05-01,,554
CLI-00428,collectivite,Zone-Industrielle,69120,2014-11-26,,3961
CLI-00429,collectivite,Parc-Tertiaire,69150,2012-08-24,,4883
CLI-00430,particulier,Centre-Ville,69001,2023-12-13,4,80
CLI-00431,petit_pro,Parc-Tertiaire,69150,2017-09-22,,637
CLI-00432,petit_pro,Zone-Industrielle,69120,2023-01-28,,379
CLI-00433,particulier,Bourg-Ancien,69270,2016-03-15,2,121
CLI-00434,entreprise,Bourg-Ancien,69270,2022-04-28,,343
CLI-00435,particulier,Rives-Sud,69230,2010-04-04,3,46
CLI-00436,petit_pro,Parc-Tertiaire,69150,2016-03-11,,742
CLI-00437,particulier,Centre-Ville,69001,2014-09-01,2,118
CLI-00438,particulier,Coteaux-Ouest,69340,2021-01-11,3,89
CLI-00439,entreprise,Parc-Tertiaire,69150,2021-06-20,,611
CLI-00440,particulier,Rives-Sud,69230,2017-04-05,1,50
CLI-00441,petit_pro,Bourg-Ancien,69270,2019-11-14,,543
CLI-00442,entreprise,Rives-Sud,69230,2016-07-17,,2652
CLI-00443,collectivite,Zone-Industrielle,69120,2024-04-19,,1876
CLI-00444,particulier,Plateau-Est,69310,2017-10-25,1,124
CLI-00445,petit_pro,Zone-Industrielle,69120,2016-05-15,,349
CLI-00446,petit_pro,Bourg-Ancien,69270,2009-05-18,,572
CLI-00447,particulier,Coteaux-Ouest,69340,2018-10-23,4,58
CLI-00448,petit_pro,Parc-Tertiaire,69150,2010-05-11,,228
CLI-00449,particulier,Rives-Sud,69230,2015-10-17,3,114
CLI-00450,particulier,Plateau-Est,69310,2011-07-15,2,50
CLI-00451,entreprise,Parc-Tertiaire,69150,2021-10-13,,1890
CLI-00452,particulier,Val-Nord,69210,2009-03-09,4,42
CLI-00453,entreprise,Zone-Industrielle,69120,2023-03-21,,512
CLI-00454,particulier,Val-Nord,69210,2011-08-03,4,160
CLI-00455,particulier,Centre-Ville,69001,2022-02-09,4,119
CLI-00456,particulier,Plateau-Est,69310,2014-07-24,1,103
CLI-00457,petit_pro,Parc-Tertiaire,69150,2022-06-23,,226
CLI-00458,particulier,Coteaux-Ouest,69340,2024-06-17,2,120
CLI-00459,particulier,Plateau-Est,69310,2011-07-09,2,129
CLI-00460,entreprise,Centre-Ville,69001,2010-01-28,,671
CLI-00461,particulier,Plateau-Est,69310,2024-09-22,1,114
CLI-00462,entreprise,Zone-Industrielle,69120,2021-06-06,,4558
CLI-00463,entreprise,Zone-Industrielle,69120,2010-03-18,,2577
CLI-00464,particulier,Rives-Sud,69230,2017-05-04,4,156
CLI-00465,petit_pro,Zone-Industrielle,69120,2015-03-12,,227
CLI-00466,particulier,Plateau-Est,69310,2010-08-20,3,97
CLI-00467,particulier,Val-Nord,69210,2017-12-22,5,112
CLI-00468,particulier,Plateau-Est,69310,2022-07-14,2,37
CLI-00469,particulier,Val-Nord,69210,2018-01-21,4,140
CLI-00470,particulier,Val-Nord,69210,2019-05-02,2,44
CLI-00471,petit_pro,Parc-Tertiaire,69150,2013-09-07,,317
CLI-00472,petit_pro,Zone-Industrielle,69120,2012-04-20,,359
CLI-00473,particulier,Centre-Ville,69001,2024-10-13,4,104
CLI-00474,particulier,Rives-Sud,69230,2017-10-03,4,65
CLI-00475,particulier,Plateau-Est,69310,2023-04-09,2,89
CLI-00476,particulier,Val-Nord,69210,2016-12-24,1,114
CLI-00477,entreprise,Bourg-Ancien,69270,2014-07-03,,884
CLI-00478,entreprise,Bourg-Ancien,69270,2017-04-17,,301
CLI-00479,particulier,Rives-Sud,69230,2021-11-16,3,72
CLI-00480,petit_pro,Centre-Ville,69001,2018-07-24,,807
CLI-00481,particulier,Plateau-Est,69310,2015-06-12,5,117
CLI-00482,particulier,Coteaux-Ouest,69340,2012-05-18,4,125
CLI-00483,petit_pro,Val-Nord,69210,2013-04-06,,699
CLI-00484,particulier,Rives-Sud,69230,2019-09-03,1,142
CLI-00485,particulier,Centre-Ville,69001,2011-12-18,4,61
CLI-00486,particulier,Plateau-Est,69310,2009-02-21,2,114
CLI-00487,particulier,Bourg-Ancien,69270,2017-04-07,2,78
CLI-00488,petit_pro,Rives-Sud,69230,2009-01-08,,584
CLI-00489,petit_pro,Parc-Tertiaire,69150,2023-11-22,,816
CLI-00490,entreprise,Zone-Industrielle,69120,2014-08-26,,554
CLI-00491,particulier,Parc-Tertiaire,69150,2020-09-05,3,145
CLI-00492,particulier,Val-Nord,69210,2014-09-15,1,120
CLI-00493,particulier,Bourg-Ancien,69270,2020-04-15,3,100
CLI-00494,particulier,Plateau-Est,69310,2010-05-26,5,92
CLI-00495,particulier,Coteaux-Ouest,69340,2022-11-27,3,153
CLI-00496,particulier,Plateau-Est,69310,2014-06-07,4,117
CLI-00497,particulier,Bourg-Ancien,69270,2017-04-20,3,48
CLI-00498,particulier,Coteaux-Ouest,69340,2012-02-13,1,50
CLI-00499,particulier,Val-Nord,69210,2011-05-22,4,109
CLI-00500,particulier,Val-Nord,69210,2013-12-04,5,41
CLI-00501,particulier,Val-Nord,69210,2018-02-01,5,89
CLI-00502,petit_pro,Coteaux-Ouest,69340,2016-11-16,,712
CLI-00503,particulier,Plateau-Est,69310,2022-06-26,1,138
CLI-00504,particulier,Val-Nord,69210,2019-05-22,1,77
CLI-00505,particulier,Bourg-Ancien,69270,2009-05-24,5,152
CLI-00506,particulier,Coteaux-Ouest,69340,2010-08-06,4,126
CLI-00507,particulier,Plateau-Est,69310,2018-02-18,2,75
CLI-00508,particulier,Rives-Sud,69230,2011-11-24,1,102
CLI-00509,particulier,Plateau-Est,69310,2009-12-14,5,36
CLI-00510,particulier,Bourg-Ancien,69270,2014-07-04,3,68
CLI-00511,particulier,Rives-Sud,69230,2014-09-09,3,114
CLI-00512,particulier,Bourg-Ancien,69270,2019-11-22,1,106
CLI-00513,petit_pro,Parc-Tertiaire,69150,2016-06-25,,81
CLI-00514,particulier,Coteaux-Ouest,69340,2014-04-19,5,40
CLI-00515,particulier,Centre-Ville,69001,2017-07-28,5,146
CLI-00516,particulier,Centre-Ville,69001,2017-04-16,2,37
CLI-00517,particulier,Plateau-Est,69310,2013-05-15,4,86
CLI-00518,particulier,Bourg-Ancien,69270,2013-08-20,1,150
CLI-00519,particulier,Val-Nord,69210,2020-03-24,3,48
CLI-00520,particulier,Bourg-Ancien,69270,2011-05-06,5,45
CLI-00521,particulier,Centre-Ville,69001,2020-03-21,4,61
CLI-00522,particulier,Coteaux-Ouest,69340,2012-09-03,4,57
CLI-00523,particulier,Coteaux-Ouest,69340,2023-10-16,2,103
CLI-00524,entreprise,Zone-Industrielle,69120,2016-01-15,,825
CLI-00525,particulier,Val-Nord,69210,2013-11-14,3,158
CLI-00526,entreprise,Zone-Industrielle,69120,2020-03-12,,3151
CLI-00527,particulier,Rives-Sud,69230,2018-10-11,5,72
CLI-00528,particulier,Bourg-Ancien,69270,2016-03-07,2,121
CLI-00529,particulier,Coteaux-Ouest,69340,2009-12-19,2,141
CLI-00530,particulier,Rives-Sud,69230,2014-12-05,1,153
CLI-00531,petit_pro,Parc-Tertiaire,69150,2013-09-27,,373
CLI-00532,entreprise,Coteaux-Ouest,69340,2010-02-02,,418
CLI-00533,particulier,Bourg-Ancien,69270,2009-04-06,3,109
CLI-00534,particulier,Rives-Sud,69230,2010-02-24,5,86
CLI-00535,particulier,Rives-Sud,69230,2023-06-09,3,53
CLI-00536,particulier,Centre-Ville,69001,2012-04-06,4,128
CLI-00537,petit_pro,Parc-Tertiaire,69150,2016-10-15,,162
CLI-00538,petit_pro,Centre-Ville,69001,2016-03-19,,521
CLI-00539,petit_pro,Bourg-Ancien,69270,2020-09-06,,861
CLI-00540,particulier,Bourg-Ancien,69270,2014-10-19,5,144
CLI-00541,particulier,Bourg-Ancien,69270,2009-01-14,4,126
CLI-00542,particulier,Rives-Sud,69230,2016-12-16,1,93
CLI-00543,particulier,Val-Nord,69210,2013-02-19,1,148
CLI-00544,petit_pro,Rives-Sud,69230,2016-01-25,,105
CLI-00545,petit_pro,Coteaux-Ouest,69340,2016-04-21,,659
CLI-00546,particulier,Parc-Tertiaire,69150,2012-12-09,5,58
CLI-00547,entreprise,Parc-Tertiaire,69150,2022-08-07,,425
CLI-00548,collectivite,Zone-Industrielle,69120,2016-09-24,,2852
CLI-00549,particulier,Centre-Ville,69001,2010-04-26,2,136
CLI-00550,entreprise,Zone-Industrielle,69120,2013-02-07,,416
CLI-00551,particulier,Val-Nord,69210,2015-10-16,5,54
CLI-00552,petit_pro,Val-Nord,69210,2015-10-03,,69
CLI-00553,entreprise,Parc-Tertiaire,69150,2009-02-03,,175
CLI-00554,particulier,Val-Nord,69210,2013-07-26,5,132
CLI-00555,entreprise,Rives-Sud,69230,2010-05-11,,179
CLI-00556,petit_pro,Parc-Tertiaire,69150,2013-10-08,,385
CLI-00557,particulier,Rives-Sud,69230,2017-10-13,5,82
CLI-00558,petit_pro,Parc-Tertiaire,69150,2010-02-20,,210
CLI-00559,entreprise,Rives-Sud,69230,2010-01-17,,4344
CLI-00560,particulier,Val-Nord,69210,2015-09-04,5,33
CLI-00561,particulier,Coteaux-Ouest,69340,2020-03-01,3,155
CLI-00562,particulier,Plateau-Est,69310,2019-11-10,5,140
CLI-00563,particulier,Val-Nord,69210,2010-06-03,2,62
CLI-00564,particulier,Centre-Ville,69001,2020-01-13,5,104
CLI-00565,particulier,Coteaux-Ouest,69340,2024-04-15,5,60
CLI-00566,particulier,Plateau-Est,69310,2021-11-19,5,46
CLI-00567,particulier,Parc-Tertiaire,69150,2024-05-01,4,33
CLI-00568,particulier,Plateau-Est,69310,2023-04-09,1,128
CLI-00569,entreprise,Zone-Industrielle,69120,2013-05-07,,655
CLI-00570,particulier,Centre-Ville,69001,2020-09-08,5,37
CLI-00571,petit_pro,Bourg-Ancien,69270,2021-08-25,,153
CLI-00572,particulier,Coteaux-Ouest,69340,2022-02-08,3,90
CLI-00573,particulier,Val-Nord,69210,2011-08-19,5,118
CLI-00574,particulier,Rives-Sud,69230,2021-05-28,4,55
CLI-00575,particulier,Bourg-Ancien,69270,2018-04-22,3,84
CLI-00576,petit_pro,Parc-Tertiaire,69150,2022-06-04,,268
CLI-00577,petit_pro,Centre-Ville,69001,2015-08-07,,747
CLI-00578,petit_pro,Bourg-Ancien,69270,2020-02-04,,157
CLI-00579,particulier,Bourg-Ancien,69270,2018-11-23,1,69
CLI-00580,particulier,Plateau-Est,69310,2022-10-13,2,123
CLI-00581,particulier,Centre-Ville,69001,2015-10-06,4,149
CLI-00582,particulier,Bourg-Ancien,69270,2013-09-19,4,102
CLI-00583,petit_pro,Parc-Tertiaire,69150,2011-06-25,,254
CLI-00584,entreprise,Centre-Ville,69001,2022-02-26,,753
CLI-00585,petit_pro,Parc-Tertiaire,69150,2014-12-08,,333
CLI-00586,particulier,Coteaux-Ouest,69340,2022-12-12,2,68
CLI-00587,particulier,Coteaux-Ouest,69340,2020-04-22,2,145
CLI-00588,particulier,Centre-Ville,69001,2024-11-20,1,92
CLI-00589,entreprise,Centre-Ville,69001,2022-04-19,,670
CLI-00590,entreprise,Zone-Industrielle,69120,2017-01-25,,4689
CLI-00591,entreprise,Centre-Ville,69001,2017-09-18,,195
CLI-00592,particulier,Bourg-Ancien,69270,2012-08-11,1,135
CLI-00593,particulier,Val-Nord,69210,2018-04-07,4,150
CLI-00594,petit_pro,Zone-Industrielle,69120,2022-12-03,,877
CLI-00595,particulier,Val-Nord,69210,2014-01-27,2,70
CLI-00596,particulier,Val-Nord,69210,2010-08-10,2,92
CLI-00597,particulier,Val-Nord,69210,2010-09-26,3,98
CLI-00598,particulier,Coteaux-Ouest,69340,2015-11-16,2,74
CLI-00599,entreprise,Val-Nord,69210,2009-01-10,,631
CLI-00600,collectivite,Zone-Industrielle,69120,2021-03-05,,3743
CLI-00601,entreprise,Zone-Industrielle,69120,2012-08-10,,4478
CLI-00602,particulier,Centre-Ville,69001,2012-11-10,3,118
CLI-00603,particulier,Centre-Ville,69001,2016-04-06,4,133
CLI-00604,particulier,Rives-Sud,69230,2012-12-14,4,45
CLI-00605,particulier,Plateau-Est,69310,2011-12-01,1,159
CLI-00606,entreprise,Centre-Ville,69001,2023-10-16,,2691
CLI-00607,entreprise,Coteaux-Ouest,69340,2009-10-16,,734
CLI-00608,particulier,Coteaux-Ouest,69340,2020-06-06,2,84
CLI-00609,entreprise,Centre-Ville,69001,2023-07-17,,211
CLI-00610,petit_pro,Parc-Tertiaire,69150,2020-09-21,,244
CLI-00611,entreprise,Parc-Tertiaire,69150,2016-07-01,,312
CLI-00612,entreprise,Parc-Tertiaire,69150,2023-09-15,,860
CLI-00613,particulier,Coteaux-Ouest,69340,2013-02-05,2,140
CLI-00614,petit_pro,Centre-Ville,69001,2018-05-17,,116
CLI-00615,petit_pro,Centre-Ville,69001,2019-08-13,,735
CLI-00616,petit_pro,Bourg-Ancien,69270,2010-04-28,,595
CLI-00617,petit_pro,Bourg-Ancien,69270,2010-10-16,,217
CLI-00618,particulier,Plateau-Est,69310,2021-05-22,2,57
CLI-00619,particulier,Parc-Tertiaire,69150,2013-10-17,2,39
CLI-00620,particulier,Bourg-Ancien,69270,2021-11-23,5,54
CLI-00621,particulier,Val-Nord,69210,2017-04-23,2,135
CLI-00622,particulier,Bourg-Ancien,69270,2021-02-10,2,82
CLI-00623,petit_pro,Parc-Tertiaire,69150,2022-06-05,,207
CLI-00624,particulier,Rives-Sud,69230,2021-02-07,4,128
CLI-00625,particulier,Plateau-Est,69310,2020-04-06,1,72
CLI-00626,entreprise,Coteaux-Ouest,69340,2020-12-21,,526
CLI-00627,particulier,Val-Nord,69210,2015-09-07,4,77
CLI-00628,particulier,Plateau-Est,69310,2022-02-18,5,108
CLI-00629,particulier,Centre-Ville,69001,2022-02-20,2,98
CLI-00630,petit_pro,Parc-Tertiaire,69150,2022-05-09,,353
CLI-00631,particulier,Plateau-Est,69310,2011-07-22,3,129
CLI-00632,petit_pro,Centre-Ville,69001,2012-05-26,,857
CLI-00633,entreprise,Bourg-Ancien,69270,2015-02-28,,656
CLI-00634,particulier,Plateau-Est,69310,2024-09-18,5,63
CLI-00635,particulier,Val-Nord,69210,2018-06-05,3,106
CLI-00636,particulier,Val-Nord,69210,2017-11-10,3,109
CLI-00637,particulier,Centre-Ville,69001,2016-02-22,1,144
CLI-00638,particulier,Centre-Ville,69001,2020-07-15,5,84
CLI-00639,particulier,Coteaux-Ouest,69340,2014-08-10,4,120
CLI-00640,particulier,Plateau-Est,69310,2022-03-20,1,68
CLI-00641,particulier,Plateau-Est,69310,2020-03-12,4,132
CLI-00642,petit_pro,Plateau-Est,69310,2022-05-19,,73
CLI-00643,particulier,Bourg-Ancien,69270,2017-08-22,2,96
CLI-00644,particulier,Plateau-Est,69310,2014-09-01,2,143
CLI-00645,particulier,Centre-Ville,69001,2021-05-10,5,44
CLI-00646,entreprise,Bourg-Ancien,69270,2010-03-01,,3491
CLI-00647,particulier,Rives-Sud,69230,2009-04-09,1,90
CLI-00648,entreprise,Plateau-Est,69310,2015-11-12,,479
CLI-00649,particulier,Coteaux-Ouest,69340,2023-12-19,1,138
CLI-00650,particulier,Coteaux-Ouest,69340,2023-04-06,4,84
CLI-00651,particulier,Plateau-Est,69310,2019-08-26,5,147
CLI-00652,entreprise,Parc-Tertiaire,69150,2014-09-22,,627
CLI-00653,particulier,Val-Nord,69210,2019-09-14,5,147
CLI-00654,particulier,Coteaux-Ouest,69340,2017-05-14,3,146
CLI-00655,particulier,Coteaux-Ouest,69340,2015-01-12,2,136
CLI-00656,collectivite,Parc-Tertiaire,69150,2022-11-23,,4270
CLI-00657,entreprise,Zone-Industrielle,69120,2017-05-24,,660
CLI-00658,entreprise,Rives-Sud,69230,2023-03-05,,712
CLI-00659,particulier,Rives-Sud,69230,2014-04-11,2,84
CLI-00660,particulier,Parc-Tertiaire,69150,2020-02-04,1,50
CLI-00661,petit_pro,Bourg-Ancien,69270,2015-12-21,,787
CLI-00662,petit_pro,Coteaux-Ouest,69340,2017-04-12,,844
CLI-00663,particulier,Val-Nord,69210,2020-10-03,2,64
CLI-00664,particulier,Centre-Ville,69001,2021-09-28,2,151
CLI-00665,entreprise,Bourg-Ancien,69270,2018-06-03,,399
CLI-00666,entreprise,Parc-Tertiaire,69150,2011-08-01,,205
CLI-00667,particulier,Bourg-Ancien,69270,2017-06-11,1,50
CLI-00668,particulier,Plateau-Est,69310,2023-12-17,2,153
CLI-00669,entreprise,Rives-Sud,69230,2011-01-09,,426
CLI-00670,particulier,Coteaux-Ouest,69340,2019-10-23,4,117
CLI-00671,particulier,Plateau-Est,69310,2015-10-06,1,51
CLI-00672,petit_pro,Centre-Ville,69001,2014-01-14,,224
CLI-00673,particulier,Bourg-Ancien,69270,2024-03-11,1,52
CLI-00674,petit_pro,Parc-Tertiaire,69150,2017-08-16,,512
CLI-00675,entreprise,Zone-Industrielle,69120,2024-02-09,,625
CLI-00676,entreprise,Parc-Tertiaire,69150,2018-09-25,,378
CLI-00677,particulier,Centre-Ville,69001,2015-01-06,1,94
CLI-00678,petit_pro,Parc-Tertiaire,69150,2021-03-25,,77
CLI-00679,petit_pro,Parc-Tertiaire,69150,2023-03-19,,605
CLI-00680,particulier,Val-Nord,69210,2015-06-07,4,113
CLI-00681,particulier,Val-Nord,69210,2024-04-18,1,31
CLI-00682,collectivite,Zone-Industrielle,69120,2021-07-15,,2512
CLI-00683,particulier,Coteaux-Ouest,69340,2018-04-21,1,139
CLI-00684,particulier,Coteaux-Ouest,69340,2016-08-25,2,123
CLI-00685,petit_pro,Bourg-Ancien,69270,2019-10-05,,367
CLI-00686,particulier,Val-Nord,69210,2015-05-15,2,134
CLI-00687,entreprise,Rives-Sud,69230,2020-12-24,,669
CLI-00688,particulier,Val-Nord,69210,2020-10-13,5,146
CLI-00689,petit_pro,Centre-Ville,69001,2019-05-25,,860
CLI-00690,particulier,Rives-Sud,69230,2022-08-08,5,69
CLI-00691,particulier,Parc-Tertiaire,69150,2017-12-11,5,64
CLI-00692,entreprise,Zone-Industrielle,69120,2019-05-24,,388
CLI-00693,particulier,Centre-Ville,69001,2014-09-06,2,75
CLI-00694,particulier,Val-Nord,69210,2012-12-02,4,74
CLI-00695,particulier,Centre-Ville,69001,2012-08-06,3,49
CLI-00696,particulier,Plateau-Est,69310,2020-06-19,3,107
CLI-00697,particulier,Val-Nord,69210,2024-02-22,4,118
CLI-00698,particulier,Rives-Sud,69230,2015-06-09,3,85
CLI-00699,particulier,Coteaux-Ouest,69340,2012-06-25,5,52
CLI-00700,particulier,Centre-Ville,69001,2009-10-20,2,115
